10400076	Massive Water damage to a foe. Gain 30% Bonus Superior Elemental DMG .	Effect increased to 50% Bonus Superior Elemental DMG .	\N
10400077	Massive Earth damage to a foe. Gain 30% Bonus Superior Elemental DMG .	Effect increased to 50% Bonus Superior Elemental DMG .	\N
10400078	Massive Wind damage to a foe. Gain 30% Bonus Superior Elemental DMG .	Effect increased to 50% Bonus Superior Elemental DMG .	\N
10400079	Massive Dark damage to a foe. Gain 30% Bonus Superior Elemental DMG .	Effect increased to 50% Bonus Superior Elemental DMG .	\N
10400085	Massive Fire damage to a foe. Gain Skill DMG Up .	\N	\N
10400086	Massive Dark damage to a foe. Gain Death's Grace .	Inflict Blinded . Death's Grace now affects all allies.	\N
10400087	Massive Dark damage to a foe. Gain Drain .	Drain 's healing cap increased to 1000 and now affects all allies. MC also gains 15% C.A. DMG Up (Stackable / Max: 60%) and 3% C.A. DMG Cap Up (Stackable / Max: 12%) .	\N
10400088	Massive Fire damage to a foe. / Gain Skill DMG Up .	\N	\N
10400089	Massive Wind damage to a foe. Gain DA Up and TA Up .	\N	\N
10400090	Massive Fire damage to a foe. Gain ATK Up .	\N	\N
10400092	Massive Fire damage to a foe. All allies gain 15% DMG Cut .	Buff increased to 20% DMG Cut .	\N
10400093	Massive Water damage to a foe. Gain Charge Bar +20% .	Also gain Mirror Image (2 times) .	\N
10400094	Massive Wind damage to a foe. Gain ATK Up and DEF Up .	\N	\N
10400095	Massive Dark damage to a foe. All allies gain Dark ATK Up .	\N	\N
10400096	Massive Fire damage to a foe. All allies gain 10% Fire ATK Up .	\N	\N
10400097	Massive Water damage to a foe. / Inflict 15% Water DEF Down .	\N	\N
10400098	Massive Light damage to a foe.	\N	\N
10400099	Massive Light damage to a foe.	\N	\N
10400100	Massive Dark damage to a foe. Inflict 15% Dark DEF Down .	\N	\N
10400110	Massive Light damage to an enemy. All allies gain 15% DMG Cut .	\N	\N
10400111	Massive Dark damage to a foe. Gain ATK Up , DEF Up , and DA Up .	\N	\N
10400112	Massive Water damage to a foe. / Remove 1 debuff from MC.	Now removes 1 debuff from all allies.	\N
10400113	Massive Fire damage to a foe. / All allies gain Fire ATK Up .	\N	\N
10400114	Massive Water damage to a foe. / All allies gain Water ATK Up .	\N	\N
10400115	Massive Earth damage to a foe. / All allies gain Earth ATK Up .	\N	\N
10400116	Massive Wind damage to a foe. / All allies gain Wind ATK Up .	\N	\N
10400117	Massive Light damage to a foe. / All allies gain Light ATK Up .	\N	\N
10400118	Massive Dark damage to a foe. / All allies gain Dark ATK Up .	\N	\N
10400119	Massive Fire damage to a foe. / All allies gain 30% Fire ATK Up and 30% DA Up .	\N	\N
10400120	Massive Water damage to a foe. / All allies gain 30% Water ATK Up and 30% DA Up .	\N	\N
10400121	Massive Earth damage to a foe. / All allies gain 30% Earth ATK Up and 30% DA Up .	\N	\N
10400122	Massive Wind damage to a foe. / All allies gain 30% Wind ATK Up and 30% DA Up .	\N	\N
10400123	Massive Light damage to a foe. / All allies gain 30% Light ATK Up and 30% DA Up .	\N	\N
10400124	Massive Dark damage to a foe. / All allies gain 30% Dark ATK Up and 30% DA Up .	\N	\N
10400125	Massive Water damage to a foe. Gain Supplemental DMG .	\N	\N
10400126	Massive Fire DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400127	Massive Water DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400128	Massive Earth DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400129	Massive Wind DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400130	Massive Light DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400131	Massive Dark DMG to a foe. All allies gain Strength and Shield (2000)	\N	\N
10400132	Massive Fire DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400133	Massive Water DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400134	Massive Earth DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400135	Massive Wind DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400136	Massive Light DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400137	Massive Dark DMG to a foe. All allies gain 30% DA Up and 20% TA Up	\N	\N
10400140	Massive Wind damage to a foe. Inflict 10% Earth ATK Down .	\N	\N
10400141	Massive Earth damage to a foe. Gain Critical Hit Rate Up .	\N	\N
10400142	Massive Wind damage to a foe. Gain Guaranteed TA .	\N	\N
10400143	Massive Dark damage to a foe. Gain 10% Dark ATK Up (Stackable / Max: 30%) and 30% / 30% Critical Hit Rate Up .	Buff increased to 30% / 50% Critical Hit Rate Up . All allies gain Shield (1500) .	\N
10400144	Massive Fire damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400145	Massive Water damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400146	Massive Earth damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400147	Massive Wind damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400148	Massive Light damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400149	Massive Dark damage to a foe. When MC has energy: Recover 5 energy.	\N	\N
10400150	Massive Fire damage to a foe. Inflict DA Down and TA Down . All allies gain 15% TA Up .	\N	\N
10400151	Massive Light damage to a foe / Gain Light ATK Up	\N	\N
10400152	Massive Wind damage to a foe. Bonus Wind damage (Damage cap: ~300,000).	\N	\N
10400153	Massive Light damage to a foe. Inflict Blinded .	\N	\N
10400154	450% Light damage to a foe Inflict Blinded . All allies gain 10% Uplifted .	\N	Damage increased to 550% . Blinded duration increased to 3.5 turns and now affects all foes.
10400155	Massive Fire damage to a foe. Gain Critical Hit Rate Up .	\N	\N
10400156	Massive Dark damage to a foe. Gain Dark ATK Up .	\N	\N
10400157	Massive Earth damage to a foe. Gain 20% Earth ATK Up .	\N	\N
10400158	Massive Earth damage to a foe. Gain 20% Earth ATK Up . All allies gain Water Switch .	\N	\N
10400159	Massive Wind damage to a foe. Slight chance to hit an out-of-the-park homer. (Inflict Lethal Hit .)	\N	\N
10400160	Massive Water damage to a foe. All allies gain Charge Bar +10% .	All allies also gain 30% C.A. DMG Up and 10% C.A. DMG Cap Up for 0.5 turns.	\N
10400161	Massive Fire damage to a foe. 300% Bonus Fire damage (Damage cap: ~630,000).	Also inflict 15% Fire DEF Down .	\N
10400162	Massive Water damage to a foe. Raise foe's Glaciate lvl by 1 (Max: 10).	Gain ??% / 30% Critical Hit Rate Up .	\N
10400163	Massive Dark damage to a foe. Inflict 10% Debuff Res. Down (Stackable / Max: 30%) .	Also inflict 10% ATK Down (Stackable / Max: 30%) and 10% DEF Down (Stackable / Max: 30%) .	\N
10400164	Massive Earth damage to a foe. All allies gain Charge Bar +10% .	\N	\N
10400165	Massive Wind damage to a foe. All allies gain Charge Bar +10% .	All allies also gain 30% C.A. DMG Up and 10% C.A. DMG Cap Up for 0.5 turns.	\N
10400166	Massive Light damage to a foe. All allies gain Skill DMG Up and Skill DMG Cap Up .	Also remove 1 debuff from all allies.	\N
10400170	Massive Light damage to a foe. / All allies gain Aurora Crest . Additional effect based on the pendulum.	\N	\N
10400171	Massive Light damage to a foe. / All allies gain Aurora Crest . Additional effect based on the pendulum.	\N	\N
10400172	Massive Fire damage to a foe. All allies gain 20% Fire ATK Up and 20% Wind DMG Lowered .	\N	\N
10400173	Massive Wind damage to a foe. Gain Charge Bar +20% .	\N	\N
10400174	Massive Wind damage to a foe. Gain Charge Bar +20% .	\N	\N
10400175	Massive Fire damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400176	Massive Water damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400177	Massive Earth damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400178	Massive Wind damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400179	Massive Light damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400180	Massive Dark damage to a foe. Gain Charge Bar +20% and Skill DMG Up .	\N	\N
10400181	Massive Fire damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400182	Massive Water damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400183	Massive Earth damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400184	Massive Wind damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400185	Massive Light damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400186	Massive Dark damage to a foe. Gain 10% ATK Up (Stackable / Max: 50%), DA Up (Stackable) and TA Up (Stackable) .	\N	\N
10400187	Massive Water damage to a foe. Gain Tank-and-Counter (3 times) and Lethal Attack Dodged (1 time) .	\N	\N
10400189	Massive Fire damage to a foe. Inflict 15% Fire DEF Down .	Increased to 20% Fire DEF Down .	\N
10400190	Massive Wind damage to a foe. Gain 30% TA Up .	\N	\N
10400192	Massive Wind damage to a foe. Gain DA Up and TA Up .	\N	\N
10400193	Massive Wind damage to a foe. Gachapin's gotcha! (300%-600% Bonus Wind damage [Damage cap: ~400,000].)	Gain Charge Bar +10% .	\N
10400194	Massive Wind damage to a foe. Gain ATK Up , DEF Up , and Hostility Up .	Also gain Refresh .	\N
10400195	Massive Light damage to a foe. Gain ATK Up .	\N	\N
10400196	Massive Earth damage to a foe. Inflict Lethal Hit .	\N	\N
10400197	Massive Water damage to a foe. Remove 1 buff.	All allies also gain 15% Bonus Water DMG .	\N
10400198	Massive Water damage to a foe. Gain Dodge/Tank-and-Counter (3 times) .	\N	\N
10400199	Massive Light damage to a foe. Gain 100% Debuff Res. Up .	\N	\N
10400200	Massive Wind damage to a foe.	\N	\N
10400201	Massive Light damage to a foe. All allies gain 20% Light ATK Up .	All allies also gain 10% Uplifted .	\N
10400203	Massive Dark damage to a foe. All allies gain Charge Bar +10% .	All allies also gain 30% C.A. DMG Up and 10% C.A. DMG Cap Up for 0.5 turns.	\N
10400204	Massive Light damage to a foe. All allies gain Aurora Crest .	Also deal bonus Light damage to a foe based on number of MC's Aurora Crest (Max: 6 hits).	\N
10400205	Massive Water damage to a foe. All allies gain Shield (1500) .	Effect increased to Shield (2500) .	\N
10400206	Massive Earth damage to a foe. 300% Bonus Earth damage (Damage cap: ~630,000). All allies gain 20% ATK Up and 20% DEF Up .	\N	\N
10400207	Massive Fire damage to a foe. 25% chance to gain Double Strike .	\N	\N
10400208	Unworldly Water damage to a foe (Damage cap: 2,550,000). Consume 60% of MC's current HP. All allies gain Shield (3000) .	Effect increased to Shield (4000) .	\N
10400209	Massive Earth damage to a foe. All Earth allies gain Tank-and-Counter (3 times) .	All Earth allies also gain Dispel Cancel .	\N
10400210	Massive Earth damage to a foe. All allies gain Charge Bar +10% .	All allies also gain 30% C.A. DMG Up and 10% C.A. DMG Cap Up for 0.5 turns.	\N
10400211	Massive Fire damage to a foe. Gain 2 Machine Cell .	\N	\N
10400212	Massive Water damage to a foe. Gain 2 Machine Cell .	\N	\N
10400213	Massive Earth damage to a foe. Gain 2 Machine Cell .	\N	\N
10400214	Massive Wind damage to a foe. Gain 2 Machine Cell .	\N	\N
10400215	Massive Light damage to a foe. Gain 2 Machine Cell .	\N	\N
10400216	Massive Dark damage to a foe. Gain 2 Machine Cell .	\N	\N
10400217	Massive Light damage to a foe. Boost to MC's ATK and DEF (Stackable).	\N	\N
10400218	Massive Earth damage to a foe. All allies gain Tank-and-Counter (1 time) .	Buff upgraded to Tank-and-Counter (3 times) .	\N
10400219	400% Light damage to a foe. Inflict a random debuff.	\N	\N
10400220	Massive Wind damage to a foe. All allies gain 20% Bonus DMG .	All allies also gain Charge Bar +15% .	\N
10400221	Massive Dark damage to a foe. Raise foe's Thunderstruck lvl by 1 (Max: 10). Inflict 10% Light ATK Down .	All allies gain DA Up .	\N
10400222	Massive Earth damage to a foe. Gain 10% Uplifted .	\N	\N
10400223	Massive Wind damage to a foe. Restore 10% of MC's HP (Healing cap: 1500) and remove 1 debuff.	\N	\N
10400224	Massive Wind damage to a foe. Inflict Blinded and Charmed .	\N	\N
10400225	Massive Light damage to a foe. All allies gain Strength .	Gain 20% Bonus Superior Elemental DMG .	\N
10400226	Massive Fire damage to a foe. All allies gain Wind DMG Lowered .	\N	\N
10400227	Massive Earth damage to a foe. Inflict DEF Down (Stackable) .	\N	\N
10400228	Massive Fire damage to a foe. All allies gain Charge Bar +10% .	All allies also gain C.A. DMG Up and C.A. DMG Cap Up .	\N
10401000	Massive Dark damage to a foe. Gain Drain .	\N	\N
10401003	Massive Dark damage to a foe. Gain Boost to ATK during break .	Also gain ATK Up .	\N
10401008	Massive Fire damage to a foe. Gain DEF Up .	\N	\N
10401010	Massive earth DMG to a foe / Gain DA Up .	\N	\N
10401011	Massive Fire damage to a foe. Restore 5% HP (Max: 1500).	\N	\N
10401012	Massive Wind damage to a foe. Gain TA Up .	\N	\N
10401013	Massive light DMG to a foe / Restore HP	\N	\N
10401014	Big Earth damage to a foe. Bonus Fire damage.	Earth damage upgraded to massive.	\N
10401015	Massive Water damage to a foe. Gain Repel (3 times) .	\N	\N
10401016	Massive Dark damage to a foe. Gain ATK Up .	\N	\N
10401017	Massive Light damage to a foe. Gain Charge Bar +20% .	\N	\N
10401018	Massive Light damage to a foe. Gain 14% ATK Up .	All allies gain Drain .	\N
10401019	Massive Dark damage to a foe. Gain Skill DMG Up .	\N	\N
10401020	Massive fire DMG to a foe / Restore HP	\N	\N
10401021	Massive water DMG to a foe / Boost to double attack rate	Boost to all allies' Water ATK	\N
10401022	Massive Light damage to a foe. All allies gain 30% DA Up and 30% TA Up .	\N	\N
10401023	Massive fire DMG to a foe All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401024	Massive water DMG to a foe All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401025	Massive wind DMG to a foe All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401026	Massive Earth damage to a foe. All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401027	Massive light DMG to a foe All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401028	Massive dark DMG to a foe All allies gain 30% DA Up and 30% TA Up . 	\N	\N
10401029	Massive Dark damage to a foe. Gain Charge Bar +20% .	\N	\N
10401030	Massive Earth damage to a foe. Gain Charge Bar +20% .	\N	\N
10401031	Massive fire DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401032	Massive water DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401033	Massive wind DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401034	Massive earth DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401035	Massive light DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401036	Massive dark DMG to a foe All allies gain 35% DA Up and 35% TA Up . 	\N	\N
10401037	Massive Dark damage to a foe. Gain DA Up .	\N	\N
10401038	Massive Wind damage to a foe. Bonus Light and Water damage.	Gain Mirror Image (2 times) .	\N
10401039	Massive water damage to a foe. Gain random Charge Bar Gain Up .	\N	\N
10401040	Massive Dark damage to a foe. Gain Charge Bar +20% .	\N	\N
10401041	Massive Fire damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401042	Massive Water damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401043	Massive Earth damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401044	Massive Wind damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401045	Massive Light damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401046	Massive Dark damage to a foe. Gain Charge Bar +20% and Debuff Success Boosted .	\N	\N
10401047	Massive Earth damage to a foe. Gain Charge Bar +20% .	\N	\N
10401048	Massive Fire damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401049	Massive Water damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401050	Massive Earth damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401051	Massive Wind damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401052	Massive Light damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401053	Massive Dark damage to a foe. Gain Charge Bar +20% and restore 5% HP (Healing cap: 1000).	\N	\N
10401054	Massive Wind damage to a foe. All allies gain 15% DA Up and 15% TA Up .	Increased to 35% DA Up and 35% TA Up .	\N
10401055	Massive Wind damage to a foe. Gain Charge Bar +20% .	\N	\N
10401056	Massive Wind damage to a foe. Gain Charge Bar +20% .	\N	\N
10401057	Massive Fire damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401058	Massive Water damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401059	Massive Earth damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401060	Massive Wind damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401061	Massive Light damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401062	Massive Dark damage to a foe. Gain Charge Bar +20% . 1-turn cut to MC's skill cooldown.	\N	\N
10401063	Massive Earth damage to a foe. / Inflict Charmed .	Inflict Delay (Special) on a foe. If successful, gain Charged +20% .	\N
10401064	Massive Dark damage to a foe. Remove 1 debuff from MC.	\N	\N
10401065	Massive Dark damage to a foe. Remove 1 debuff from MC.	\N	\N
10401066	Massive Fire damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Fire DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401067	Massive Dark damage to a foe. Gain DA Up .	\N	\N
10401068	Massive Water damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Water DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401069	Massive Earth damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Earth DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401070	Massive Wind damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Wind DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401071	Massive Light damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Light DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401072	Massive Dark damage to a foe / Chance to deal massive bonus DMG up to 2 times	2-hit, 450% bonus Dark DMG is now guaranteed (Damage cap: ~720,000 per hit). Raise Bounty by 2.	\N
10401078	Massive light DMG to a foe / 1-hit DMG immunity	\N	\N
10401079	Massive Wind damage to a foe. Gain Mirror Image (1 time) .	Effect increased to Mirror Image (2 times) . Also gain Shield (1000) .	\N
10401080	Massive water DMG to a foe / Gain 1 Mirror Image	\N	\N
10401081	Massive Dark damage to a foe. Gain Drain .	Drain 's healing cap increased to 1000 and now affects all allies. Also inflict Delay .	\N
10401082	Massive Wind damage to a foe. All allies gain 20% Wind ATK Up .	All allies also gain Strength .	\N
10401083	Massive Fire damage to a foe. Gain DA Up and TA Up .	DA Up and TA Up now affect all allies.	\N
10401084	Massive Wind damage to a foe. Inflict 15% Wind DEF Down .	\N	\N
10401085	Massive Light damage to a foe.	\N	\N
10401086	Massive Light damage to a foe.	\N	\N
10401087	Massive Dark damage to a foe. Gain 15% Bonus Dark DMG .	15% Bonus Dark DMG now affects all allies. All allies also gain 30% DA Up and 30% TA Up .	\N
10401088	Massive Wind damage to a foe. Restore all allies' HP (Healing cap: 700).	\N	\N
10401089	Massive Earth damage to a foe. Inflict Poisoned and Lethal Hit .	\N	\N
10401090	Massive Wind damage to a foe. Gain 30% Bonus Wind DMG .	30% Bonus Wind DMG 's duration increased to 4.5 turns.	\N
10401091	Massive Fire damage to a foe. / All allies gain Fire ATK Up .	\N	\N
10401092	Massive Water damage to a foe. / All allies gain Water ATK Up .	\N	\N
10401093	Massive Earth damage to a foe. / All allies gain Earth ATK Up .	\N	\N
10401094	Massive Wind damage to a foe. / All allies gain Wind ATK Up .	\N	\N
10401095	Massive Light damage to a foe. / All allies gain Light ATK Up .	\N	\N
10401096	Massive Dark damage to a foe. / All allies gain Dark ATK Up .	\N	\N
10401097	Massive Fire damage to a foe. / All allies gain 30% Fire ATK Up and 30% DA Up .	\N	\N
10401098	Massive Water damage to a foe. / All allies gain 30% Water ATK Up and 30% DA Up .	\N	\N
10401099	Massive Earth damage to a foe. / All allies gain 30% Earth ATK Up and 30% DA Up .	\N	\N
10401100	Massive Wind damage to a foe. / All allies gain 30% Wind ATK Up and 30% DA Up .	\N	\N
10401101	Massive Light damage to a foe. / All allies gain 30% Light ATK Up and 30% DA Up .	\N	\N
10401102	Massive Dark damage to a foe. / All allies gain 30% Dark ATK Up and 30% DA Up .	\N	\N
10401103	Massive Earth damage to a foe. All allies gain 10% DEF Up . Remove 1 debuff from all allies.	\N	\N
10401104	Massive Light DMG to a foe. All allies gain 30% DMG Cut and 20% Light ATK Up .	\N	\N
10401105	Massive Fire damage to a foe Deal bonus Fire damage (Damage cap: ~300,000).	\N	\N
10401106	Massive Earth damage to a foe. Gain Mirror-Blade Eruption (400% Earth damage to all foes 1.5 and 3.5 turns after charge attack [Damage cap: ~700,000]).	Also remove 1 buff from a foe.	\N
10401107	Massive Earth damage to a foe. Inflict Poisoned .	All allies gain 70% / 30% Armored .	\N
10401108	Massive Water damage to a foe. Gain 20% DA Up .	All allies gain 20% DA Up .	\N
